"ID","AGE","EDUC","SEX","EARN","JOB"
"49264","55","5","2","50295","5"
"49291","55","1","2","33000","5"
"49361","55","5","2","79974","5"
"49374","55","3","1","85039","5"
"49390","55","1","1","20000","7"
"49501","56","3","2","3800","5"
"49506","56","5","1","20843","5"
"49592","56","6","1","64284","6"
"49598","56","4","2","30768","5"
"49765","56","4","2","2804","7"
"49852","56","6","1","229870","5"
"49931","56","5","1","20800","5"
"50012","56","5","1","17864","6"
"50134","56","1","2","25414","5"
"50151","56","2","1","32000","6"
"50164","56","4","1","68042","5"
"50180","56","5","2","23040","6"
"50200","56","5","2","15200","5"
"50203","56","5","1","20000","5"
"50249","56","1","2","10000","5"
"50305","56","3","1","138169","7"
"50410","57","3","1","20005","5"
"50444","57","2","1","23022","6"
"50474","57","4","2","60926","5"
"50480","57","2","2","24960","5"
"50553","57","5","1","65200","5"
"50632","57","4","1","74213","5"
"50662","57","4","1","25000","5"
"50664","57","3","2","22215","5"
"50741","57","5","1","70393","7"
"50853","57","4","1","242854","5"
"50949","57","4","2","107000","7"
"50969","57","6","2","42001","6"
"51135","57","3","1","36015","5"
"51281","57","1","1","13520","5"
"51300","57","4","2","28113","5"
"51316","57","4","2","24482","5"
"51349","58","4","1","122950","5"
"51359","58","4","1","59215","5"
"51398","58","3","1","23000","6"
"51556","58","2","2","197","7"
"51596","58","3","2","20841","5"
"51676","58","3","1","26400","7"
"51875","58","3","2","25180","5"
"51901","58","2","1","55029","5"
"51937","58","3","2","10500","6"
"51961","58","3","2","2476","7"
"51979","58","3","2","6502","5"
"52020","58","3","2","31225","5"
"52025","58","1","2","10400","5"
"52084","59","4","2","6000","5"
"52163","59","4","2","23264","5"
"52264","59","3","1","12060","7"
"52271","59","5","1","16392","5"
"52345","59","4","1","23400","5"
"52371","59","4","1","63542","5"
"52386","59","1","1","20800","5"
"52390","59","3","2","9480","5"
"52420","59","3","1","26342","5"
"52567","59","3","1","33959","5"
"52599","59","5","1","37337","7"
"52609","59","4","2","90213","5"
"52738","59","3","2","7025","5"
"52780","59","5","1","27628","5"
"52825","60","6","2","34000","5"
"52985","60","5","2","53259","5"
"52993","60","6","1","45921","5"
"53012","60","2","2","6599","5"
"53033","60","4","2","20666","5"
"53090","60","6","1","269838","5"
"53128","60","3","1","12800","5"
"53139","60","1","1","25000","7"
"53149","60","3","1","93198","5"
"53160","60","2","2","10000","5"
"53205","60","3","2","10410","5"
"53208","60","3","2","12500","5"
"53308","60","1","2","5000","5"
"53359","60","3","2","-274","7"
"53371","60","3","2","30000","5"
"53420","60","3","2","12000","7"
"53440","60","2","1","30000","5"
"53553","61","3","1","77102","5"
"53565","61","3","2","4360","5"
"53659","61","4","1","229758","5"
"53715","61","4","1","33204","5"
"53824","61","4","1","45000","7"
"53886","61","3","1","18465","5"
"53909","61","6","2","57000","5"
"53923","61","4","1","60843","5"
"54014","61","5","1","43524","6"
"54036","61","5","1","26100","5"
"54053","61","4","1","59199","5"
"54178","62","3","2","20040","5"
"54207","62","5","1","28584","5"
"54212","62","6","1","126000","7"
"54273","62","5","1","243269","5"
"54308","62","3","2","31770","5"
"54339","62","2","1","49000","5"
"54373","62","4","1","40203","5"
"54412","62","5","1","44857","5"
"54564","62","5","1","75926","5"
"54586","62","2","1","104496","5"
"54723","63","6","1","41139","7"
"54770","63","2","1","31999","5"
"54911","63","4","1","80015","5"
"54937","63","2","2","2000","5"
"54990","63","2","2","10000","5"
"55008","63","2","2","4284","5"
"55103","63","5","1","70500","6"
"55135","63","1","2","9746","5"
"55146","63","3","2","32246","6"
"55256","64","6","1","68834","5"
"55259","64","3","2","15330","5"
"55284","64","5","1","50779","5"
"55286","64","5","2","44600","6"
"55316","64","3","1","24140","5"
"55346","64","4","1","100000","7"
"55362","64","3","1","12620","5"
"55386","64","3","1","12620","5"
"55433","64","3","2","12394","6"
"55494","64","3","1","57575","5"
"55501","64","4","2","55000","5"
"55563","65","3","2","16650","5"
"55626","65","5","1","63635","6"
"55707","65","4","2","6727","7"
"55818","65","3","1","45000","5"
"55874","65","3","1","40125","6"
